callback_metadata,callback_url,created_on,download_url,finished_on,focus,image_url,original_filename,project_id,status,task_id,text_data
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad940-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQwLTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=Lc4oMUxqNTciCwR~I-zbz2kwZUl3WXIDzvI0Uj4s6H8cJYdtWgXeU0L4pp6g2BUjyiDCtTy~DtE4ue-EVLV0yqCBl5y1HF82Lnojp5Wd3vOWIaLybiYJqFDDfsyE1C3cUa0sB-6BnVoeoojxObExQK7AbyjjS1MEawyzmcHgTA4I70ikL4I-omRmv2L9uyW0uzqsVAbH4n-5qRXzYQ7n5oT5vYF3iXuaYr666hyz2FTCpylQE~A2vWmQf8MYObTQiZGwszdc1u-M38DpVoro05dBW9MgUZDYIDcixMGwcRw3ha2C84EIq~uo7Z1uG8WnzoJEWzK8iKvB-sdqzoP8-Q__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Tue Nov 30 2021 04:51:20 GMT+0000 (Coordinated Universal Time),,,AMAV001.jpg,33317,"[{""points"":[{""x"":0.14745482978926977,""y"":0.25887872373761256},{""x"":0.11837894145753984,""y"":0.2599995311140271},{""x"":0.10013477051498554,""y"":0.25669268869233164},{""x"":0.05251778260055241,""y"":0.24212262063180376},{""x"":0.08482889695349882,""y"":0.25097007389792686}],""height"":1,""width"":1,""label"":""bill_color_::_black"",""object_id"":""b1999a50-a7d3-42c1-8e47-e83701a77b9f""}]",decad940-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad941-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQxLTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=X-c3PKcLcKbGgNzGOPaF0w9nAe7c-p~8dqq7aqP-MtjFIPL1A2ZeNkc4ky3EmATeyzmeS0B3WE7vlUu-qwYmdiK-eAdR7-d9IoicwW1ceEgrlayyPG7ooC2qtI9~-~U2RoJ9alNlo1uxNAKhmIYGngqF~UxY-tVIW-S~sVrdHEzR~GwYT9TbASzKezbiy-yvo8KYOshC~OxxL-9Z9JEfuP1Kw-NrJ0ZzzFGxlMR3ECbqkSlEGFv7iZsZuab1juhRASXHMLql87d4fdG41-b6xcslcJgRvaF-zw-vO-YMvkoHRQX2lYqx2T5cFhPh-k2PShJ8g2eefIClgKCxOaxhqg__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Mon Nov 29 2021 22:34:15 GMT+0000 (Coordinated Universal Time),,,AMAV002.jpg,33317,"[""inconclusive""]",decad941-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad942-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQyLTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=GQC07TBYc6HEPTVlp0LHSmgijhzBYPNA45vUPZtjZt9hKaHQhoP77XDqX5mylqcj7nveek5ujGUH5bU9Hlw895KUFpsLrMdnemtlQePtkxOqTcdQGQhjweixOm0sAmENRDjtVXu3foNrvrg1g7atUf3W9tLup4olx9VgYESok5gLN5MfWrXDeveJ~uc20GghWlP06UzCeYLcM-HoL0N-LwWI~Z4fBs3V4L2xrcwwJruRr6q9L7fUrwTt3Hc5rA4ySDITs9nXgEApI49qBYABreVHhXgo5iEP60L8EPO7mxHdR8wevOBlyqHBkvhXeW~~hwrPQnxUG5awh7WjC8e0lw__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Tue Nov 30 2021 00:52:41 GMT+0000 (Coordinated Universal Time),,,AMAV003.jpg,33317,"[{""points"":[{""x"":0.2956090954835777,""y"":0.38557242647309076},{""x"":0.2974167158829985,""y"":0.3922903029829453},{""x"":0.17085371564002735,""y"":0.49403527718130547},{""x"":0.1308950406981009,""y"":0.5177428025835011},{""x"":0.07871539917977893,""y"":0.543697428262957},{""x"":0.1352428219672966,""y"":0.5028002518587812},{""x"":0.18304019079792844,""y"":0.46692587729374924},{""x"":0.24591638080481293,""y"":0.402306351918295},{""x"":0.28490448982011707,""y"":0.3620223829321409}],""height"":1,""width"":1,""label"":""bill_color_::_black"",""object_id"":""50653c01-cc47-4333-aa39-03c9eaeb0c5a""}]",decad942-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad943-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQzLTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=KCjn65SynoSN9xs90~ssEUzoU-kLmN0ojYIa1WA16PmKL7DbslWQ0MUTvdRTifAiJOXjbKljj3OrM0gUBLP1u6o6XDFUwZCkTfsGTAFjPR9v9ZvEjLwsu7TznIDL7VNFjNN5yLTMCfxGPB8WXT8jyu2CtBk5SIV5qVI~8DQc9qfIOjW9SHuFUclbFDJLlALe-YjQpiiDmuQsBI9nyc5CnX5wiPGmcxS3A~c3aH~mX2yet1qimb3lXDa7LreK8qECr-DqkQvBm173UE7YPVmRI6KRPvRMuSMzfRgJcdRE~3L65TrXshgdmDwodXFKbJsgrLfNI9AbPHdBo-Y0hIG9yA__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Tue Nov 30 2021 09:59:12 GMT+0000 (Coordinated Universal Time),,,AMAV004.jpg,33317,"[{""points"":[{""x"":0.21591875355859647,""y"":0.14961250385700237},{""x"":0.22173740991712884,""y"":0.14572072775372322},{""x"":0.23366001414796245,""y"":0.17667873204435103},{""x"":0.08949497761343136,""y"":0.23315979464264705},{""x"":0.02230737431551305,""y"":0.22149789047550197},{""x"":0.10122323252010478,""y"":0.22025043952495427}],""height"":1,""width"":1,""label"":""bill_color_::_black"",""object_id"":""6f70f2d3-9c6f-4313-ba6c-6bcc5bbd904d""}]",decad943-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad944-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQ0LTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=WoBEAuJ4DaVFkgDGQa5FzJgZ9iBeWlaaOEHXHi7Q0XO1WpZ3IOJsdsMwQroQb~xOA~MI1Pnjw38qXUdfVjJz2r3nHe4-GPrdcK3BiDPyDRalHet~qO4BUujKlBjkiCSWztLDNZ52tWK09ubyEs84nsCgvU3P7hSawOfrsXa1WaRy2T2H-5bb4~8bkCJtO0OQhL6uwctLduVfwFLmaI0iyPdpu7lhAgqE80TAKDuQVF9N7nsmmdhD1Bj6GQDOBnoEanuBBKQHWLJzlbkvQsUhExkcZVMqWFw~ZV0lb9tx4Md2nSyJCCZsvruPgQhMUuyc-W2R781tlC7F8YAm5lvWmg__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Tue Nov 30 2021 04:26:58 GMT+0000 (Coordinated Universal Time),,,AMAV005.jpg,33317,"[""inconclusive""]",decad944-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad945-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQ1LTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=b~l49OXGv2CrVjzlP5c2Kag44nlIYNAI4vtdEkWr2rx9a-MCMvJUx0qSl0Sy7swyLuXMYz-tZIVr2MSDMot8jfkAQtE45TLMK1fuG2ofVKpNkKQ9cYR257XTepUAAt7PSF-XhZ-2vTmEpCol54l~sxSnzO9qrDzu73NsTGTWbO~WRRvDrZacDulJieFwjevUhKwhR6DzKrGKWJ4NNVqA9obdsd57xVoSi~FFWQ3UmWB2fDfaiprBnfZBOU2d9GUMuQJnzl6~ao~oic~vV4ij4f8zXXADOJSaSbProG5Y7tbakGmnGLTx1LWqf99Ym-gYS5jSzbZ69aI0bG6jePesgA__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Mon Nov 29 2021 22:33:14 GMT+0000 (Coordinated Universal Time),,,AMAV006.jpg,33317,"[{""points"":[{""x"":0.989722748382964,""y"":0.20371189190441297},{""x"":0.9004362642863675,""y"":0.21635361695264732},{""x"":0.7786516268490391,""y"":0.17474244441224718},{""x"":0.7675661156763522,""y"":0.17072565663215453},{""x"":0.7620293873081667,""y"":0.155485393450621},{""x"":0.7747066803496239,""y"":0.14534834572250863},{""x"":0.9008040681693338,""y"":0.20409108047213234}],""height"":1,""width"":1,""label"":""bill_color_::_black"",""object_id"":""681ed39b-b7e5-493e-a6b1-cfcf3321fa1d""}]",decad945-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad946-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQ2LTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=hKsLxpFnl05NqnqEtrfUpsIZKp5O~0v28MLWA3C38PJtLUNOf7mvNusJ69Zk-Vo2eT6fr1M4mMiXvRvNIseVMLyeKGBmatcW9B~kC86BgryEeyvRccEUdNMx-kySLn3j9IBlZQU7vck8y2TkOtHovAdIDo7z1RLMVxPJoPRcN8wxdpyMfSUuh~jBEnKo4o9VETXFlpd3igVkJXipTO1HGW2WUAm3NusO0bopP1sER1TbU4yEPMagOcwbIm8nBQPuW4ddEuO7RKNdhpkO67amySVFe7vOLKruinwDBkiQu3hA4kpODt369kT~WgBM~SnGtdQ3fEoEwtd608euXW3uvA__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Tue Nov 30 2021 04:27:52 GMT+0000 (Coordinated Universal Time),,,AMAV007.jpg,33317,"[{""points"":[{""x"":0.02738421418147137,""y"":0.28429978737182804},{""x"":0.08664213098766856,""y"":0.2734331009881434},{""x"":0.20756125960799016,""y"":0.19470376314662952},{""x"":0.22336285961712643,""y"":0.20995928915180267},{""x"":0.21429024895493162,""y"":0.22693976349175915},{""x"":0.102497565161018,""y"":0.2748004522557593}],""height"":1,""width"":1,""label"":""bill_color_::_black"",""object_id"":""48eb5ce0-20d5-4cfd-9d63-6726c3d84d60""}]",decad946-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad947-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQ3LTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=V35M46d-A3y~iUMPiyg2~BO6Teax9W7dkkleJCW5o3BgseyMATLVTd2V9OsvyxP0Wm3CKNXGvOEeNQbLaV4vweAwK02gUDTNHuLeP5Ia6tND-3wrTIH32zBZhX8J37O6wj0C62PnZeh1DBwDlX03rPqDl70n~S1OGB7ZnY2DMsTQlbsKEq9vA2JEAh7e-0Pkfuv7gbrQAFgRPFacz5qYcUYaHSaSFlextACQhTSX5Xx~m0qElojburLwOngGIV5Yw8MyEwD8THa~3W3e7p-SF5YGxYUZBCXlG~B2BGhApNaxctCzK8WL75KeJ9x8ckM1nqhJQxWbnHOmJNK8QykDeQ__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Mon Nov 29 2021 22:42:00 GMT+0000 (Coordinated Universal Time),,,AMAV008.jpg,33317,"[{""points"":[{""x"":0.8186504316134451,""y"":0.40125955465704843},{""x"":0.9037923701502433,""y"":0.5662587644271226},{""x"":0.9826050936191386,""y"":0.6494098590417098},{""x"":0.8918850551700268,""y"":0.5742254971289169},{""x"":0.8051071938032023,""y"":0.43862654358681635}],""height"":1,""width"":1,""label"":""bill_color_::_black"",""object_id"":""f82f3e7c-2809-4a98-a482-6294e82120e3""}]",decad947-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad948-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQ4LTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=UWJzlV2f6YZU0uw29wjaBZbtUyHLOUlHmBJAU5enwyew57xTrTv54BTWmhbBgnqtp-9RFuaWWsGd4DtziD9ztMcc-n9XwqgE-WGXxwuOYwnc85SIL2yY6QLPjy5HSx9-nz0lyodPOQGD8hSl~-7wkCns0B36f1x9Ikxtsyl5SraP~-AkyfCh-rd8ae~d0pZL89Zbw0SdvzHNn54d6fscDv09ccLJDX28DDMnd1TSOqBTVdVZ4hsbgdaQYaTsg6fYFJyux9xc~tmqptxWsXlN2tsUz3-21MLoDo6H-rsp90NihD5NT3YOEsIwA1qmf0D0opyupkK73unZ95nxNYcdxQ__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Tue Nov 30 2021 05:02:08 GMT+0000 (Coordinated Universal Time),,,AMAV009.jpg,33317,"[""inconclusive""]",decad948-4d24-11ec-8a20-e38d4e5b07b8,
,,Wed Nov 24 2021 12:48:49 GMT+0000 (Coordinated Universal Time),https://hive-data-prod-cdn.thehive.ai/project%2F33317%2Ftask%2Freal%2Fdecad949-4d24-11ec-8a20-e38d4e5b07b8_0?Expires=1654530580&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9oaXZlLWRhdGEtcHJvZC1jZG4udGhlaGl2ZS5haS9wcm9qZWN0JTJGMzMzMTclMkZ0YXNrJTJGcmVhbCUyRmRlY2FkOTQ5LTRkMjQtMTFlYy04YTIwLWUzOGQ0ZTViMDdiOF8wIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjU0NTMwNTgwfX19XX0_&Signature=VO8jMNOj9FZNEGDDcXYGEmPNgITUelDRESMurRvEaQUGAcA2Y02HQl~vdCOEBFZgZctrNp6-ydAz3bW7kpOhH~pSVeBNS6cIDHnRLaAU7K6Skj5GQ3n-txvRhD1j8fqCYlV32dPMFLYjoskUW9aopXLffKu6AGiWuO3vTiDx-vnIG-IoQOsHy2a6so4iXWRb0FOsM9rMloz6MG2hUfejJ7ks9RJ9vdXG40pCIyEQAlaEvOAkdyWwagMxjLjtQqKQPD0cEWeZJybxqOpjCxAyItpR7nzWDzptzpGYXFXuqy6~ErmftYZuDUGd7vOiCnntwAJfTN5Jm40QGYI03MP9dg__&Key-Pair-Id=APKAIWMTNWCLWHZZ525A,Tue Nov 30 2021 04:57:17 GMT+0000 (Coordinated Universal Time),,,AMAV010.jpg,33317,"[{""points"":[{""x"":0.7053588692654253,""y"":0.10865383156122518},{""x"":0.7219197085899993,""y"":0.09848858457810172},{""x"":0.8826264372575556,""y"":0.17429875902942263},{""x"":0.9438834593468007,""y"":0.18354870750990462},{""x"":0.8734492479346782,""y"":0.1827994005546274},{""x"":0.7187414955888028,""y"":0.12576073941783522}],""height"":1,""width"":1,""label"":""bill_color_::_black"",""object_id"":""561941dc-4920-4701-9884-d56ea2bbdee7""}]",decad949-4d24-11ec-8a20-e38d4e5b07b8,
